ID,Feature,Description
R-185,"Tasks, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager (lycos.com)"
R-187,"Tasks, passwords never saved, remove all","Verify that you can remove all site and username information from the
      passwords never saved section of password manager"
R-195,"Print a ""Page Source""",Determine if page source prints as seen on screen
R-197,Print Mozillazine poll result page,Determine if the Mozillazine Poll results page prints properly
R-207,Print Preview,Determine if print Preview works correctly
R-211,Print Range,Determine that print range works properly
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-223,basic sidebar search,"Verify that a basic search from within the Search tab can be
      executed"
R-230,Triple-click,Determine whether the triple-click gesture functions properly.
R-232,Shift Select,"Determine whether shift-select gestures for text function
        properly."
R-233,Drag Scroll,Determine whether drag-scrolling gestures function properly.
R-234,JavaScript,"Determine whether text from a JavaScript applet is properly
        selected in conjunction with other page content."
R-245,Add/Remove,Delete all panels
R-252,Save,Verify that order and panel list is immediately applied
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-262,URL in current browser window,"Open a web location (URL) in the current Navigator window. Includes
        test to dismiss dialog."
R-271,URL to a image files,"Open web locations to various image files, such as.gif,.jpg."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-279,Case sensitivity,Find with and without case sensitivity. Test Find Again.
R-291,Basic access,Access from main menu and access keys.
R-295,Navigation/UI,"Scrolling and keyboard navigation within the info window. Also
        should be able to use [applicable] keyboard accelerators. Resize source
        window. Manipulate the grippy."
R-301,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-309,Active/Inactive Window,"The active window is visually distinct, inactive = grey title
        bar."
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-312,Close Wndow,Click upper-right (upper left on Mac) to close
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
