ID,Feature,Description
R-227,Drag-selection,"Currently, it is my understanding that there will be no new
        features in this area (can monitor bug list)"
R-228,Drag-selection,"Determine whether drag-selection of text works, both from dead
        space, and from within text."
R-229,Double-click,Determine whether the double-click gesture functions properly.
R-230,Triple-click,Determine whether the triple-click gesture functions properly.
R-231,Discontiguous (disjoint) selection,"Determine whether discontiguous selection of table cells function
        properly."
R-240,Mouse Over,"Verify that panels appear highlighted when mouse is moved over
        them"
R-241,Opening/Closing,Check Opening/Closing of Sidebar with grippy
R-243,Add/Remove,Adding a already added panel
R-246,Add/Remove,Verify list of available remote panels
R-247,Add/Remove,Verify list of available local panels
R-249,Customization,Test the Customization of panels
R-255,Bookmarks,Verify that links in Bookmarks work
R-259,Add Panel using Javascript,Verify that adding of a panel using javascript works
R-261,Basic UI and navigation,"Determine that interface features (buttons, textfield, droplist)
        appear and behave as expected. Includes tests to dismiss dialog."
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-280,Document wrapping,Find with and without document wrapping. Test Find Again.
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-283,Find in input (editable) textfield,Attempt to find strings within an input textfield.
R-284,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-286,View source of other content,"View source of plaintext, xml page, ftp listing."
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-298,Testing under Classic theme,Verify Classic theme works as advertised
R-303,Verify all the selectable items work under Classic theme,"Click through all the items on menu bar, tool bars, and floating
        component bar under Classic theme"
R-306,"Verify all the selectable items on other applications under
        Modern theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Modern theme"
R-309,Active/Inactive Window,"The active window is visually distinct, inactive = grey title
        bar."
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-317,Scroll Arrow Down,Click down arrow to scroll page
R-320,Show and Hide,"Verify that Personal and Navigation bars can be expanded and
        collapsed"
R-323,Add a folder,"Verify that a folder added to the personal toolbar functions
        properly."
R-324,Buttons,Verify that each buttons executes as appropriate.
