ID,Feature,Description
R-172,"Password Manager, multiple users","Verify that when you have saved multiple username's and password's
      for a website, you are later presented with those same choices"
R-174,Preferences disable,"Verify that when you disable password manager from the preferences
      panel, you no longer are asked if you would like to save passwords and
      longer get prefilled info on sites"
R-175,Preferences enable,"Verify that when you enable password manager from the preferences
      panel, you are asked if you would like to save usernames and passwords
      and get prefilled info on sites"
R-176,"Preferences, view saved passwords","Verify that when you have saved a username and password in password
      manager, this information can be viewed in the password manager through
      preferences"
R-177,"Preferences, view passwords never saved","Verify that when you have designated not to ever save a username and
      password in password manager, this information can be viewed in the
      password manager through preferences (expedia.com)"
R-183,"Tasks, view passwords never saved","Verify that when you have designated not to ever save a username and
      password in password manager, this information can be viewed in the
      password manager through tasks (nbci.com)"
R-187,"Tasks, passwords never saved, remove all","Verify that you can remove all site and username information from the
      passwords never saved section of password manager"
R-191,Alignment Test,"Determine if a page with aligned text prints as seen on
        screen"
R-192,Indentation Test,Determine if a page with indentations prints as seen on screen
R-195,"Print a ""Page Source""",Determine if page source prints as seen on screen
R-203,Print Lists,Determine if lists print correctly
R-205,Print Character Styles,Determine if character styles print correctly
R-207,Print Preview,Determine if print Preview works correctly
R-211,Print Range,Determine that print range works properly
R-212,Macromedia Flash plugin,Determine if flash movies play correctly.
R-213,Realplayer tests,Determine if Realaudio works properly
R-216,Macromedia Shockwave Tests,Determine if Shockwave movies work properly
R-218,Media Player tests,Determine if windows media player works fine
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-224,basic sidebar search,Verify that a user can change the search engine
R-228,Drag-selection,"Determine whether drag-selection of text works, both from dead
        space, and from within text."
R-231,Discontiguous (disjoint) selection,"Determine whether discontiguous selection of table cells function
        properly."
R-234,JavaScript,"Determine whether text from a JavaScript applet is properly
        selected in conjunction with other page content."
R-237,Constraints,Check for maximum width of Sidebar
R-240,Mouse Over,"Verify that panels appear highlighted when mouse is moved over
        them"
R-241,Opening/Closing,Check Opening/Closing of Sidebar with grippy
R-244,Add/Remove,Delete a panel
R-246,Add/Remove,Verify list of available remote panels
R-249,Customization,Test the Customization of panels
R-251,Cancel,Verify that nothing changes when you cancel
R-254,What's Realted,Verify that links in What's Related panels work
R-257,Add Menu,"Verify that panel title show up in Add menu when panel is
        added"
R-265,URL autocompletion,"After viewing a file/page or three, test URL
        autocompletion: test for current browser, new browser and new editor
        windows."
R-274,Use on Mac OS,"Use of the native Mac OS file picker to navigate through
        directories and open files (html, plaintext, image). Cancellation also
        tested."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-283,Find in input (editable) textfield,Attempt to find strings within an input textfield.
R-285,Context menu access,Viewing page and frame source via context menu.
R-291,Basic access,Access from main menu and access keys.
R-296,Select and copy,Select and copy from the info window.
R-298,Testing under Classic theme,Verify Classic theme works as advertised
R-299,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-300,Testing under Modern theme,Verify Modern theme works as advertised
R-307,Verify themes under View menu,"Test all the items under ""Apply Theme"" under View menuSelecting ""Theme Preferences""Get New ThemesClassicModern"
R-309,Active/Inactive Window,"The active window is visually distinct, inactive = grey title
        bar."
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-311,Collapse (mac only),Click to shrink to content
R-315,Stretch Window Diagonally,"Grab any corner of window and drag to resize. Only bottom-right
        corner on Mac."
R-320,Show and Hide,"Verify that Personal and Navigation bars can be expanded and
        collapsed"
R-322,Correct items on Bookmarks bar.,Verify correct bookmarks are installed in Bookmarks bar.
R-325,Correct items/links,Verify that the correct items are in the taskbar.
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
