ID,Feature,Description
R-82,Tooltips,"Verify that there are ""Big tooltips"" - Similar to popup help for
        Windows control panels"
R-84,Sidebar,"Verify that there is a tab for help and you can create a Help
        Sidebar tab with dynamic information"
R-89,TS/IM,"Verify that there is Troubleshooting Help about the problem ""if you
        can't send Instant Messages."""
R-90,TS/Buddy List,"Verify that there is Troubleshooting Help about the problme ""if you
        can't see anyone in your buddy list window."""
R-91,Glossary,"Verify that in the Glossary there includes a section on tips and
        tricks/tip of the day."
R-92,Glossary,"Verify that in the Glossary there includes a section for an
        Intro/tutorial for NS6."
R-94,Glossary,"Verify that in the Glossary there includes a tutorial on how to do
        better searches"
R-95,Forward/Back,Verify the functionality of the forward/back buttons in Help
R-97,Page up/down,"Verify that page up and down, in fact, page up and down in
        help"
R-98,Hide/Show toolbar,"Verify that you can hide the toolbar in help as well as reopen
        it"
R-104,Mail and News,"Determine whether Mail and News help content displays
        correctly"
R-109,What's new in Netscape 6,Determine whether What's new in Netscape 6 displays correctly
R-111,Same time messaging,Determine whether Same time messaging displays correctly
R-114,New to the net tutorial,"Determine whether the New to the net tutorial displays
        correctly"
R-115,Netscape Technical Support,"Determine whether Netscape Technical Support displays
        correctly"
R-120,Short Cuts,"Determine that you can open all the selections in the Help drop
        down menu using short cut buttons."
R-124,Delete one entry,Delete a History entry
R-128,Change grouping,Change the History View to Group by Day|Site|None
R-134,Go menu list,Verify correct recently visited sites are in go menu.
R-135,Back and Forward button dropdowns,"Verify recently visited sites are in Back and Forward button
        dropdown menu and work."
R-136,Surf Go menuitems,Verify browser goes back and forward to recently visited sites
R-140,Retain scroll position,"Verify that browser remembers scroll state when returning to pages
        in SH"
R-141,Resize to window,"Determine that large Images can be resized to the browser window
        and will not cause you to scroll in order to view entire image."
R-142,Text and image resize,"Determine that you are not able to resize an image to window when
        there is also text on the page, this is a stand alone image feature
        only."
R-143,Resize to original,"Determine that it is possible to resize an image to it's original
        size after it has been resized to window size."
R-149,Image Display,"Determine whether images are properly redithered upon system
        bit-depth changes."
R-161,Test applets in HTML tags,"Test applets within <embed>, <applet> and 
  <object> tags"
R-162,Test Liveconnect functionality with applets,Test applets with liveconnect
R-166,"Save username and password, yes","Verify that the browser behaves correctly after selections are made
      in the save password dialog box"
R-174,Preferences disable,"Verify that when you disable password manager from the preferences
      panel, you no longer are asked if you would like to save passwords and
      longer get prefilled info on sites"
R-177,"Preferences, view passwords never saved","Verify that when you have designated not to ever save a username and
      password in password manager, this information can be viewed in the
      password manager through preferences (expedia.com)"
R-178,"Preferences, passwords saved, remove","Verify that you can remove a username and password for a given site
      and it will no longer autofill on that sight nor will it be listed in
      password manager (espn.com)"
R-182,"Tasks, view saved passwords","Verify that when you have saved a username and password in password
      manager, this information can be viewed in the password manager through
      tasks"
R-183,"Tasks, view passwords never saved","Verify that when you have designated not to ever save a username and
      password in password manager, this information can be viewed in the
      password manager through tasks (nbci.com)"
R-191,Alignment Test,"Determine if a page with aligned text prints as seen on
        screen"
R-192,Indentation Test,Determine if a page with indentations prints as seen on screen
R-196,CSS Testcases for printing,Determine if CSS pages print properly
R-197,Print Mozillazine poll result page,Determine if the Mozillazine Poll results page prints properly
R-198,Print large complex pages,Determine if  large page print properly
R-199,Sample XML Pages for printing,Determine if XML pages print properly
R-200,Top Web Sites,Determine if  top web sites print properly
R-202,Print images,Determine if images print correctly
R-204,Print Tables,Determine if tables print correctly
R-205,Print Character Styles,Determine if character styles print correctly
R-216,Macromedia Shockwave Tests,Determine if Shockwave movies work properly
R-217,Acrobat Tests,Determine if Acrobat plugin works properly
R-224,basic sidebar search,Verify that a user can change the search engine
R-227,Drag-selection,"Currently, it is my understanding that there will be no new
        features in this area (can monitor bug list)"
R-229,Double-click,Determine whether the double-click gesture functions properly.
R-235,Startup,Check default panels and default open panels(content loaded?)
R-240,Mouse Over,"Verify that panels appear highlighted when mouse is moved over
        them"
R-241,Opening/Closing,Check Opening/Closing of Sidebar with grippy
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-259,Add Panel using Javascript,Verify that adding of a panel using javascript works
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-263,URL in new browser window,"Open a web location (URL) in a new Navigator window. Includes test
        to dismiss dialog."
R-265,URL autocompletion,"After viewing a file/page or three, test URL
        autocompletion: test for current browser, new browser and new editor
        windows."
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-279,Case sensitivity,Find with and without case sensitivity. Test Find Again.
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-283,Find in input (editable) textfield,Attempt to find strings within an input textfield.
R-289,Select and copy,Select and copy strings from the source window.
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-293,Other content,"Attempt to view page info for plain text, xml, ftp listing,
        directory listing..."
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-303,Verify all the selectable items work under Classic theme,"Click through all the items on menu bar, tool bars, and floating
        component bar under Classic theme"
R-304,"Verify all the selectable items on other applications under
        Classic theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Classic theme"
R-312,Close Wndow,Click upper-right (upper left on Mac) to close
R-313,Stretch Window Horizontally,"Grab left/right window edge and drag to resize. Not available on
        Mac."
R-315,Stretch Window Diagonally,"Grab any corner of window and drag to resize. Only bottom-right
        corner on Mac."
R-319,Page scroll,Click in the scrollbar area to page up/down.
R-326,Component buttons,Verify that component buttons work and behave as appropriate.
