ID,Feature,Description
R-143,Resize to original,"Determine that it is possible to resize an image to it's original
        size after it has been resized to window size."
R-151,Cache/Networking,"Determine whether images load directly into the web browser from a
        networked server."
R-154,Animated Images,"Determine whether an automatically updated web cam continues to
        refresh over an extended (24 hour) period of time."
R-155,Animated Images,"Determine whether displaying animated GIFs result in single server
        request for the image, rather than additional requests upon each frame
        change."
R-159,Image Display,"Determine whether GIF 89a images are properly displayed across
        different bit depths."
R-161,Test applets in HTML tags,"Test applets within <embed>, <applet> and 
  <object> tags"
R-164,Master Password prompt,"Verify that the master password is visually distinctive from other
        password prompts (indicates the functionality and importance of the
        master password)"
R-175,Preferences enable,"Verify that when you enable password manager from the preferences
      panel, you are asked if you would like to save usernames and passwords
      and get prefilled info on sites"
R-181,"Preferences, passwords never saved, remove all","Verify that you can remove all site and username information from the
      passwords never saved section of password manager (ivillage.com)"
R-186,"Tasks, passwords never saved, remove","Verify that you can remove a site and username from the passwords
      never saved section of password manager"
R-191,Alignment Test,"Determine if a page with aligned text prints as seen on
        screen"
R-192,Indentation Test,Determine if a page with indentations prints as seen on screen
R-194,Print HTML forms and widgets,Determine if HTML forms and widgets print properly
R-196,CSS Testcases for printing,Determine if CSS pages print properly
R-198,Print large complex pages,Determine if  large page print properly
R-200,Top Web Sites,Determine if  top web sites print properly
R-205,Print Character Styles,Determine if character styles print correctly
R-207,Print Preview,Determine if print Preview works correctly
R-208,Page Setup(mac only),Determine id Page Setup dialog works correctly
R-211,Print Range,Determine that print range works properly
R-212,Macromedia Flash plugin,Determine if flash movies play correctly.
R-214,Quicktime tests,Determine if quicktime movies play properly
R-216,Macromedia Shockwave Tests,Determine if Shockwave movies work properly
R-217,Acrobat Tests,Determine if Acrobat plugin works properly
R-219,Viewpoint Plugin,Determine if windows media player works fine
R-222,URL/Sidebar interaction,Verify that starting a URL bar search triggers the sidebar
R-243,Add/Remove,Adding a already added panel
R-245,Add/Remove,Delete all panels
R-250,Re-Order,Verify reordering of panels works
R-253,What's Related,Verify that What's Related lists related sites
R-254,What's Realted,Verify that links in What's Related panels work
R-255,Bookmarks,Verify that links in Bookmarks work
R-256,Bookmarks,Verify that changes reflect immediately from Bookmarks Manager
R-259,Add Panel using Javascript,Verify that adding of a panel using javascript works
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-270,Nonexistent local file,Open a nonexistent (bogus) local file.
R-273,Use on Win32,"Use of the native Win32 file picker to navigate through directories
        and open files (html, plaintext, image). Cancellation also tested."
R-282,"Whitespace, null","Find using solely whitespace, null, and string with
        prepended/appended whitespace."
R-291,Basic access,Access from main menu and access keys.
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-299,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-304,"Verify all the selectable items on other applications under
        Classic theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Classic theme"
R-308,Window Title,"Verify the title is correct, ""<page title> - Mozilla"""
R-311,Collapse (mac only),Click to shrink to content
R-313,Stretch Window Horizontally,"Grab left/right window edge and drag to resize. Not available on
        Mac."
R-314,Stretch Window Vertically,"Grab top/bottom window edge and drag to resize. Not available on
        Mac."
R-320,Show and Hide,"Verify that Personal and Navigation bars can be expanded and
        collapsed"
