ID,Feature,Description
R-264,URL in an editor window,"Open web location in a Composer window. Includes test to dismiss
        dialog."
R-272,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-276,Basic access of Find and Find Again,"Access from main menu, keyboard accelerator, access keys."
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-283,Find in input (editable) textfield,Attempt to find strings within an input textfield.
R-286,View source of other content,"View source of plaintext, xml page, ftp listing."
R-287,Navigation/UI,"Scrolling and keyboard navigation within the source window. Also
        should be able to use keyboard accelerators. Resize source window."
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-298,Testing under Classic theme,Verify Classic theme works as advertised
R-300,Testing under Modern theme,Verify Modern theme works as advertised
R-303,Verify all the selectable items work under Classic theme,"Click through all the items on menu bar, tool bars, and floating
        component bar under Classic theme"
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-315,Stretch Window Diagonally,"Grab any corner of window and drag to resize. Only bottom-right
        corner on Mac."
R-316,Scroll Arrow Up,Click up arrow to scroll page
R-318,Thumb Scroll,Click and drag thumb to scroll page
