ID,Feature,Description
R-228,Drag-selection,"Determine whether drag-selection of text works, both from dead
        space, and from within text."
R-235,Startup,Check default panels and default open panels(content loaded?)
R-236,Startup,Check default width of Sidebar
R-248,Preview,Test the previewing of panels
R-250,Re-Order,Verify reordering of panels works
R-252,Save,Verify that order and panel list is immediately applied
R-254,What's Realted,Verify that links in What's Related panels work
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-279,Case sensitivity,Find with and without case sensitivity. Test Find Again.
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-283,Find in input (editable) textfield,Attempt to find strings within an input textfield.
R-284,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-293,Other content,"Attempt to view page info for plain text, xml, ftp listing,
        directory listing..."
R-297,Check for Themes,"Verify both Classic and Modern exist under the themes
        preferences"
R-307,Verify themes under View menu,"Test all the items under ""Apply Theme"" under View menuSelecting ""Theme Preferences""Get New ThemesClassicModern"
R-309,Active/Inactive Window,"The active window is visually distinct, inactive = grey title
        bar."
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-313,Stretch Window Horizontally,"Grab left/right window edge and drag to resize. Not available on
        Mac."
R-315,Stretch Window Diagonally,"Grab any corner of window and drag to resize. Only bottom-right
        corner on Mac."
R-318,Thumb Scroll,Click and drag thumb to scroll page
R-322,Correct items on Bookmarks bar.,Verify correct bookmarks are installed in Bookmarks bar.
