ID,Feature,Description
R-175,Preferences enable,"Verify that when you enable password manager from the preferences
      panel, you are asked if you would like to save usernames and passwords
      and get prefilled info on sites"
R-176,"Preferences, view saved passwords","Verify that when you have saved a username and password in password
      manager, this information can be viewed in the password manager through
      preferences"
R-179,"Preferences, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager"
R-189,Page with various formats,Determine whether a page with various formats prints properly
R-206,Print Paragraph Styles,Determine if paragraph styles print correctly
R-208,Page Setup(mac only),Determine id Page Setup dialog works correctly
R-210,Header/Footer Test,Determine that header/footer info gets printed
R-213,Realplayer tests,Determine if Realaudio works properly
R-217,Acrobat Tests,Determine if Acrobat plugin works properly
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-227,Drag-selection,"Currently, it is my understanding that there will be no new
        features in this area (can monitor bug list)"
R-229,Double-click,Determine whether the double-click gesture functions properly.
R-231,Discontiguous (disjoint) selection,"Determine whether discontiguous selection of table cells function
        properly."
R-232,Shift Select,"Determine whether shift-select gestures for text function
        properly."
R-243,Add/Remove,Adding a already added panel
R-245,Add/Remove,Delete all panels
R-247,Add/Remove,Verify list of available local panels
R-252,Save,Verify that order and panel list is immediately applied
R-255,Bookmarks,Verify that links in Bookmarks work
R-256,Bookmarks,Verify that changes reflect immediately from Bookmarks Manager
R-257,Add Menu,"Verify that panel title show up in Add menu when panel is
        added"
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-263,URL in new browser window,"Open a web location (URL) in a new Navigator window. Includes test
        to dismiss dialog."
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-268,Local file in new browser window,"Open local files (both HTML and plain text tested) in a new
        Navigator window. Includes tests to dismiss dialog."
R-269,Local file in an editor window,"Open local files (both HTML and plain text tested) in a Composer
        window. Includes tests to dismiss dialog."
R-272,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-284,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-285,Context menu access,Viewing page and frame source via context menu.
R-287,Navigation/UI,"Scrolling and keyboard navigation within the source window. Also
        should be able to use keyboard accelerators. Resize source window."
R-294,Info window content,Verify these sections:Information on the current pageForms on the current page (if applicable)Images on the current page (if applicable)Screenshot of selected images below grippy.
R-295,Navigation/UI,"Scrolling and keyboard navigation within the info window. Also
        should be able to use [applicable] keyboard accelerators. Resize source
        window. Manipulate the grippy."
R-299,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-301,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-302,Checking View menu,Verify if themes exist under View menu
R-308,Window Title,"Verify the title is correct, ""<page title> - Mozilla"""
R-309,Active/Inactive Window,"The active window is visually distinct, inactive = grey title
        bar."
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-312,Close Wndow,Click upper-right (upper left on Mac) to close
R-315,Stretch Window Diagonally,"Grab any corner of window and drag to resize. Only bottom-right
        corner on Mac."
R-317,Scroll Arrow Down,Click down arrow to scroll page
R-321,Reorder,"Verify that toolbars can be dragged&dropped to change their
        order"
R-323,Add a folder,"Verify that a folder added to the personal toolbar functions
        properly."
