ID,Feature,Description
R-209,Off-Line Printing,Determine that off-line printing works
R-212,Macromedia Flash plugin,Determine if flash movies play correctly.
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-222,URL/Sidebar interaction,Verify that starting a URL bar search triggers the sidebar
R-231,Discontiguous (disjoint) selection,"Determine whether discontiguous selection of table cells function
        properly."
R-232,Shift Select,"Determine whether shift-select gestures for text function
        properly."
R-235,Startup,Check default panels and default open panels(content loaded?)
R-238,Width,Retaining non-default size on reopen or new window
R-244,Add/Remove,Delete a panel
R-246,Add/Remove,Verify list of available remote panels
R-248,Preview,Test the previewing of panels
R-249,Customization,Test the Customization of panels
R-250,Re-Order,Verify reordering of panels works
R-260,Basic access to dialog,Tests to access this dialog from the menubar and keyboard.
R-264,URL in an editor window,"Open web location in a Composer window. Includes test to dismiss
        dialog."
R-265,URL autocompletion,"After viewing a file/page or three, test URL
        autocompletion: test for current browser, new browser and new editor
        windows."
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-269,Local file in an editor window,"Open local files (both HTML and plain text tested) in a Composer
        window. Includes tests to dismiss dialog."
R-272,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-274,Use on Mac OS,"Use of the native Mac OS file picker to navigate through
        directories and open files (html, plaintext, image). Cancellation also
        tested."
R-275,Use on unix,"Use of the XUL file picker on Linux to navigate through 
        directories and open files (html, plaintext, image). Resizing,
        selection/scrolling, cancellation also tested. Test last
        directory-viewed."
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-283,Find in input (editable) textfield,Attempt to find strings within an input textfield.
R-284,Basic access,"Access from main menu, keyboard accelerator, access keys."
R-285,Context menu access,Viewing page and frame source via context menu.
R-286,View source of other content,"View source of plaintext, xml page, ftp listing."
R-290,Color coding,"Verify the expected displayed color for content, tags/attributes,
        values, script code, entities, etc."
R-297,Check for Themes,"Verify both Classic and Modern exist under the themes
        preferences"
R-300,Testing under Modern theme,Verify Modern theme works as advertised
R-301,Check the appearance of browser,"Visually inspect menu bar, floating component bar and all the
        tool bars"
R-304,"Verify all the selectable items on other applications under
        Classic theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Classic theme"
R-314,Stretch Window Vertically,"Grab top/bottom window edge and drag to resize. Not available on
        Mac."
R-321,Reorder,"Verify that toolbars can be dragged&dropped to change their
        order"
R-324,Buttons,Verify that each buttons executes as appropriate.
R-325,Correct items/links,Verify that the correct items are in the taskbar.
