ID,Feature,Description
R-79,Delete Form Data - cancel,"Verify that if you delete data in the Form Manager then
      click cancel, the data has not been deleted"
R-85,Index,"Verify that there is an in Index of help content and a list of
        keywords to links in the help content. (Verify the content is in local
        documents)"
R-87,Index,"Verify that there is an in Index of help content and a list of
        keywords to links in the help content."
R-88,TS/Sign on,"Verify that there is Troubleshooting Help about the problem ""if you
        can't sign on"""
R-90,TS/Buddy List,"Verify that there is Troubleshooting Help about the problme ""if you
        can't see anyone in your buddy list window."""
R-96,Tool bar Minimization,"Verify that minimization, maximize and close buttons of the toolbar
        invoke the correct behavior"
R-97,Page up/down,"Verify that page up and down, in fact, page up and down in
        help"
R-98,Hide/Show toolbar,"Verify that you can hide the toolbar in help as well as reopen
        it"
R-99,Arrow up/down,"Verify that you can move around pages with the up and down arrow
        keys"
R-102,Help Contents,Determine whether Help Contents displays correctly
R-105,Instant Messenger,"Determine whether Instant Messenger help content displays
        correctly"
R-116,Security Center,Determine whether the Security Center displays correctly
R-117,International Users,Determine whether International Users displays correctly
R-118,Feedback Center,Determine whether the Feedback Center displays correctly
R-119,About,Determine whether the About Netscape displays correctly
R-120,Short Cuts,"Determine that you can open all the selections in the Help drop
        down menu using short cut buttons."
R-125,Delete multiple entries,Delete multiple History entries
R-137,Back and forward with frames,"Verify browser goes back and forward correctly from page with
        frames."
R-140,Retain scroll position,"Verify that browser remembers scroll state when returning to pages
        in SH"
R-141,Resize to window,"Determine that large Images can be resized to the browser window
        and will not cause you to scroll in order to view entire image."
R-151,Cache/Networking,"Determine whether images load directly into the web browser from a
        networked server."
R-161,Test applets in HTML tags,"Test applets within <embed>, <applet> and 
  <object> tags"
R-164,Master Password prompt,"Verify that the master password is visually distinctive from other
        password prompts (indicates the functionality and importance of the
        master password)"
R-166,"Save username and password, yes","Verify that the browser behaves correctly after selections are made
      in the save password dialog box"
R-172,"Password Manager, multiple users","Verify that when you have saved multiple username's and password's
      for a website, you are later presented with those same choices"
R-173,"Password Manager, multiple passwords","Verify that when you have saved a username and password for a website
      and you later change the password, that password manager picks up the new
      password"
R-175,Preferences enable,"Verify that when you enable password manager from the preferences
      panel, you are asked if you would like to save usernames and passwords
      and get prefilled info on sites"
R-176,"Preferences, view saved passwords","Verify that when you have saved a username and password in password
      manager, this information can be viewed in the password manager through
      preferences"
R-177,"Preferences, view passwords never saved","Verify that when you have designated not to ever save a username and
      password in password manager, this information can be viewed in the
      password manager through preferences (expedia.com)"
R-178,"Preferences, passwords saved, remove","Verify that you can remove a username and password for a given site
      and it will no longer autofill on that sight nor will it be listed in
      password manager (espn.com)"
R-179,"Preferences, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager"
R-181,"Preferences, passwords never saved, remove all","Verify that you can remove all site and username information from the
      passwords never saved section of password manager (ivillage.com)"
R-182,"Tasks, view saved passwords","Verify that when you have saved a username and password in password
      manager, this information can be viewed in the password manager through
      tasks"
R-185,"Tasks, passwords saved, remove all","Verify that you can remove all username and password information and
      it will no longer autofill nor will anything be listed in password
      manager (lycos.com)"
R-190,Test Page,Print a test page and check to see if it prints properly
R-191,Alignment Test,"Determine if a page with aligned text prints as seen on
        screen"
R-199,Sample XML Pages for printing,Determine if XML pages print properly
R-202,Print images,Determine if images print correctly
R-205,Print Character Styles,Determine if character styles print correctly
R-209,Off-Line Printing,Determine that off-line printing works
R-212,Macromedia Flash plugin,Determine if flash movies play correctly.
R-213,Realplayer tests,Determine if Realaudio works properly
R-215,Sound tests,Determine if files with various sound formats play properly
R-221,Search button,"Verify that clicking search button will search text entered in
      URLBar."
R-222,URL/Sidebar interaction,Verify that starting a URL bar search triggers the sidebar
R-224,basic sidebar search,Verify that a user can change the search engine
R-229,Double-click,Determine whether the double-click gesture functions properly.
R-230,Triple-click,Determine whether the triple-click gesture functions properly.
R-234,JavaScript,"Determine whether text from a JavaScript applet is properly
        selected in conjunction with other page content."
R-236,Startup,Check default width of Sidebar
R-238,Width,Retaining non-default size on reopen or new window
R-239,UI,Cursors should have the right icon when mousing over
R-240,Mouse Over,"Verify that panels appear highlighted when mouse is moved over
        them"
R-243,Add/Remove,Adding a already added panel
R-252,Save,Verify that order and panel list is immediately applied
R-255,Bookmarks,Verify that links in Bookmarks work
R-258,Add Menu,"Verify that unselecting panels from Add menu removes panels from
        the Sidebar"
R-265,URL autocompletion,"After viewing a file/page or three, test URL
        autocompletion: test for current browser, new browser and new editor
        windows."
R-266,Nonexistent URL,Open a nonexistent (bogus) web location.
R-267,Local file in current browser window,"Open local files (both HTML and plain text tested) in the current
        Navigator window. Includes tests to dismiss dialog."
R-273,Use on Win32,"Use of the native Win32 file picker to navigate through directories
        and open files (html, plaintext, image). Cancellation also tested."
R-277,Basic find in page and frame content,"Find in html page and html frame documents. Test Find Again and
        cancellation. Test for NOFRAME content."
R-281,Find direction,"Find forwards and backwards within a document. Test Find
        Again."
R-285,Context menu access,Viewing page and frame source via context menu.
R-287,Navigation/UI,"Scrolling and keyboard navigation within the source window. Also
        should be able to use keyboard accelerators. Resize source window."
R-290,Color coding,"Verify the expected displayed color for content, tags/attributes,
        values, script code, entities, etc."
R-292,"Page, frame, frameset","View info for a webpage, frame and frameset."
R-302,Checking View menu,Verify if themes exist under View menu
R-304,"Verify all the selectable items on other applications under
        Classic theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Classic theme"
R-306,"Verify all the selectable items on other applications under
        Modern theme","Click through all the items on menu bar and tool bars under AIM,
        Composer, Mail and Address book to see all the looks and feel are
        consistence under Modern theme"
R-309,Active/Inactive Window,"The active window is visually distinct, inactive = grey title
        bar."
R-310,Maximize Window,Click to maximize (expandto content on Mac)
R-316,Scroll Arrow Up,Click up arrow to scroll page
R-318,Thumb Scroll,Click and drag thumb to scroll page
R-321,Reorder,"Verify that toolbars can be dragged&dropped to change their
        order"
R-324,Buttons,Verify that each buttons executes as appropriate.
